Suchbegriff aus hochgeladener Datei;Wirkstoff;Markenname des Medikaments;ATC-Code;Kapitelname;Satz, der das Wort enthält;Link zur Online-Referenz
Polymorphie;Levocetirizin;"Allergo-X";"R06AE09";Kinetik;"Das pharmakokinetische Profil von Levocetirizin ist linear und unabhängig von Einzel- oder Mehrfachgabe, wobei die interindividuelle Variabilität gering ist. Es gibt keine Hinweise auf eine relevante Variabilität aufgrund von Geschlecht, Polymorphie oder Raucherstatus. Das pharmakokinetische Profil von Levocetirizin ((R)-Enantiomer von Cetirizin) ist mit dem von Cetirizin (Razemat) identisch. Im Verlauf der Absorption und Elimination tritt keine chirale Inversion auf.";https://amiko.oddb.org/de/fi?gtin=66261&highlight=Polymorphie&anchor=section14
Polymorphie;Cetirizin;"Levocetirizin Spirig HC®";"R06AE07";Kinetik;"Das pharmakokinetische Profil von Levocetirizin ist linear und unabhängig von Einzel- oder Mehrfachgabe, wobei die interindividuelle Variabilität gering ist. Es gibt keine Hinweise auf eine relevante Variabilität aufgrund von Geschlecht, Polymorphie oder Raucherstatus. Das pharmakokinetische Profil von Levocetirizin ([R]-Enantiomer von Cetirizin) ist mit dem von Cetirizin (Razemat) identisch. Im Verlauf der Absorption und Elimination tritt keine chirale Inversion auf.";https://amiko.oddb.org/de/fi?gtin=62920&highlight=Polymorphie&anchor=section14
Polymorphie;Levocetirizin;"Levocetirizin-Mepha Lactab®";"R06AE09";Kinetik;"Das pharmakokinetische Profil von Levocetirizin ist linear und unabhängig von Einzel- oder Mehrfachgabe, wobei die interindividuelle Variabilität gering ist. Es gibt keine Hinweise auf eine relevante Variabilität aufgrund von Geschlecht, Polymorphie oder Raucherstatus. Das pharmakokinetische Profil von Levocetirizin ([R]-Enantiomer von Cetirizin) ist mit dem von Cetirizin (Razemat) identisch. Im Verlauf der Absorption und Elimination tritt keine chirale Inversion auf.";https://amiko.oddb.org/de/fi?gtin=62519&highlight=Polymorphie&anchor=section14
polymorphischen;Kombinationen;"Benylin® mit Codein N";"R05DA20";Eigenschaften/Wirkungen;"Codein ist ein Opiatagonist mit antitussiven und analgetischen Eigenschaften. Codein wirkt an den μ-Opiatrezeptoren hauptsächlich durch seinen aktiven Metaboliten, Morphin, welches fast ausschliesslich vom genetisch polymorphischen Enzym Cytochrome P450 2D6 (CYP2D6) gebildet wird. Codein bindet auch schwach an κ-Rezeptoren, die Analgesie, Miosis und Sedierung aufheben.";https://amiko.oddb.org/de/fi?gtin=55818&highlight=polymorphischen&anchor=section13
Polymorphismen;Codein;"Makatussin";"R05DA04";Kontraindikationen;"Codein wird in seinen aktiven Metaboliten Morphin durch die hepatischen Isoenzyme CYP2D6 umgewandelt, von denen einige genetische Polymorphismen existieren. Patienten mit einem „ultraschnellen CYP2D6-Metabolisierer“-Phänotyp haben eine hohe CYP2D6-Aktivittät, so dass toxische Serum-Level des Morphins auch bei geringen Dosen entstehen können. Diese „ultraschnellen Metabolisierer“ können Symptome der Überdosierung zeigen, wie Schwindel, tiefe Sedierung, Kurzatmigkeit, Übelkeit und Erbrechen, bis hin zu einem Atem- und Herzstillstand.";https://amiko.oddb.org/de/fi?gtin=55274&highlight=Polymorphismen&anchor=section6
Polymorphismen;Codein;"Bronchialpastillen VA mit Codein";"R05DA04";Kontraindikationen;"wCodein wird in seinen aktiven Metaboliten Morphin durch die hepatischen Isoenzyme CYP2D6 umgewandelt, von denen einige genetische Polymorphismen existieren. Patienten mit einem "ultraschnellen CYP2D6-Metabolisierer"-Phänotyp haben eine hohe CYP2D6-Aktivität, so dass toxische Serum-Level des Morphins auch bei geringen Dosen entstehen können. Diese "ultraschnellen Metabolisierer" können Symptome der Überdosierung zeigen, wie Schwindel, tiefe Sedierung, Kurzatmigkeit, Übelkeit und Erbrechen, bis hin zu einem Atem- und Herzstillstand.";https://amiko.oddb.org/de/fi?gtin=59475&highlight=Polymorphismen&anchor=section6
Polymorphismen;Oxycodon, Kombinationen;"Oxycodon/Naloxon Acino";"N02AA55";Dosierung/Anwendung;"Genetische Polymorphismen";https://amiko.oddb.org/de/fi?gtin=65710&highlight=Polymorphismen&anchor=section5
Polymorphismen;Oxycodon, Kombinationen;"Oxycodon/Naloxon Acino";"N02AA55";Dosierung/Anwendung;"Genetische Polymorphismen von CYP2D6 können die Wirksamkeit von Oxycodon verändern, respektive zu unerwünschten Wirkungen führen (siehe Rubrik «Pharmakokinetik»).";https://amiko.oddb.org/de/fi?gtin=65710&highlight=Polymorphismen&anchor=section5
Polymorphismen;Oxycodon, Kombinationen;"Oxycodon/Naloxon Acino";"N02AA55";Kinetik;"Genetische Polymorphismen";https://amiko.oddb.org/de/fi?gtin=65710&highlight=Polymorphismen&anchor=section14
Polymorphismen;Codein;"GEM Bronchialpastillen mit Codein";"R05DA04";Kontraindikationen;"wCodein wird in seinen aktiven Metaboliten Morphin durch die hepatischen Isoenzyme CYP2D6 umgewandelt, von denen einige genetische Polymorphismen existieren. Patienten mit einem "ultraschnellen CYP2D6-Metabolisierer"-Phänotyp haben eine hohe CYP2D6-Aktivität, so dass toxische Serum-Level des Morphins auch bei geringen Dosen entstehen können. Diese "ultraschnellen Metabolisierer" können Symptome der Überdosierung zeigen, wie Schwindel, tiefe Sedierung, Kurzatmigkeit, Übelkeit und Erbrechen, bis hin zu einem Atem- und Herzstillstand.";https://amiko.oddb.org/de/fi?gtin=60450&highlight=Polymorphismen&anchor=section6
Polymorphismen;Citalopram;"Citalopram Streuli® 20";"N06AB04";Kinetik;"In vivo Untersuchungen haben gezeigt, dass bei der Metabolisierung von Citalopram die Polymorphismen (Spartein/Debrisoquin Oxidation [CYP2D6] und Mephenytoin Hydroxylierung [CYP2C19]) zur Variabilität der Pharmakokinetik beitragen.";https://amiko.oddb.org/de/fi?gtin=56285&highlight=Polymorphismen&anchor=section14
Polymorphismen;Oxycodon;"Oxycodon Sandoz®";"N02AA05";Dosierung/Anwendung;"Genetische Polymorphismen";https://amiko.oddb.org/de/fi?gtin=58707&highlight=Polymorphismen&anchor=section5
Polymorphismen;Oxycodon;"Oxycodon Sandoz®";"N02AA05";Dosierung/Anwendung;"Genetische Polymorphismen von CYP2D6 können die Wirksamkeit von Oxycodon verändern, respektive zu unerwünschten Wirkungen führen (siehe Rubrik «Pharmakokinetik»).";https://amiko.oddb.org/de/fi?gtin=58707&highlight=Polymorphismen&anchor=section5
Polymorphismen;Oxycodon;"Oxycodon Sandoz®";"N02AA05";Kinetik;"Genetische Polymorphismen";https://amiko.oddb.org/de/fi?gtin=58707&highlight=Polymorphismen&anchor=section14
Polymorphismen;Rosuvastatin;"Rosuvastatin Sandoz®";"C10AA07";Dosierung/Anwendung;"Genetische Polymorphismen";https://amiko.oddb.org/de/fi?gtin=66414&highlight=Polymorphismen&anchor=section5
Polymorphismen;Rosuvastatin;"Rosuvastatin Sandoz®";"C10AA07";Dosierung/Anwendung;"Spezifische Arten von genetischen Polymorphismen sind bekannt, die zu einer Erhöhung der Rosuvastatin-Exposition führen können (siehe «Pharmakokinetik»). Bei Patienten, bei welchen solch ein Polymorphismus bekannt ist, wird eine Reduktion der Dosierung von Rosuvastatin Sandoz empfohlen.";https://amiko.oddb.org/de/fi?gtin=66414&highlight=Polymorphismen&anchor=section5
Polymorphismen;Rosuvastatin;"Rosuvastatin Sandoz®";"C10AA07";Kinetik;"Genetische Polymorphismen";https://amiko.oddb.org/de/fi?gtin=66414&highlight=Polymorphismen&anchor=section14
Polymorphismen;Oxycodon;"Oxycodon-Mepha retard, Retardtabletten";"N02AA05";Dosierung/Anwendung;"Genetische Polymorphismen";https://amiko.oddb.org/de/fi?gtin=63224&highlight=Polymorphismen&anchor=section5
Polymorphismen;Oxycodon;"Oxycodon-Mepha retard, Retardtabletten";"N02AA05";Dosierung/Anwendung;"Genetische Polymorphismen von CYP2D6 können die Wirksamkeit von Oxycodon verändern, respektive zu unerwünschten Wirkungen führen (siehe Rubrik «Pharmakokinetik»).";https://amiko.oddb.org/de/fi?gtin=63224&highlight=Polymorphismen&anchor=section5
Polymorphismen;Oxycodon;"Oxycodon-Mepha retard, Retardtabletten";"N02AA05";Kinetik;"Genetische Polymorphismen";https://amiko.oddb.org/de/fi?gtin=63224&highlight=Polymorphismen&anchor=section14
Polymorphismen;Oxycodon;"Unox 10/20/40/80 mg Retardtabletten";"N02AA05";Dosierung/Anwendung;"Genetische Polymorphismen";https://amiko.oddb.org/de/fi?gtin=66143&highlight=Polymorphismen&anchor=section5
Polymorphismen;Oxycodon;"Unox 10/20/40/80 mg Retardtabletten";"N02AA05";Dosierung/Anwendung;"Genetische Polymorphismen von CYP2D6 können die Wirksamkeit von Oxycodon verändern, respektive zu unerwünschten Wirkungen führen (siehe Rubrik «Pharmakokinetik»).";https://amiko.oddb.org/de/fi?gtin=66143&highlight=Polymorphismen&anchor=section5
Polymorphismen;Oxycodon;"Unox 10/20/40/80 mg Retardtabletten";"N02AA05";Kinetik;"Genetische Polymorphismen";https://amiko.oddb.org/de/fi?gtin=66143&highlight=Polymorphismen&anchor=section14
Polymorphismen;Ustekinumab;"STELARA®";"L04AC05";Eigenschaften/Wirkungen;"Bei IL-12 und IL-23 handelt es sich um heterodimere Zytokine, die von aktivierten Antigen-präsentierenden Zellen, wie Makrophagen und dendritischen Zellen, abgegeben werden. IL-12 stimuliert natürliche Killer-Zellen (NK) und trägt entscheidend zur Differenzierung von CD4+ T-Zellen in Richtung des T-Helfer 1 (Th1) Phänotyps bei und stimuliert die Produktion von Interferon gamma (IFNγ). IL-23 induziert den T-Helfer 17 (Th17) Pfad und fördert die Sekretion von IL-17A, IL-21 und IL-22. In der Haut und im Blut von Patienten mit Psoriasis finden sich erhöhte Spiegel von IL-12 und IL-23. Die Konzentration von IL-12/23p40 im Serum von PsA Patienten sind höher als bei gesunden Individuen, was auf eine Rolle von IL-12 und IL-23 in der Pathophysiologie psoriatischer entzündlicher Erkrankungen hindeutet. Genetische Polymorphismen der IL23A, IL23R und IL-12B Gene bewirken eine erhöhte Anfälligkeit gegenüber diesen Erkrankungen. IL-12 und IL-23 sind in psoriatischen Hautläsionen in hohem Masse exprimiert und die durch IL-12 vermittelte Induktion von IFNγ korreliert mit der Krankheitsaktivität der Psoriasis.";https://amiko.oddb.org/de/fi?gtin=59066&highlight=Polymorphismen&anchor=section13
Polymorphismen;Ustekinumab;"STELARA®";"L04AC05";Eigenschaften/Wirkungen;"Bei Patienten mit Morbus Crohn sind die Konzentrationen von IL-12 und IL-23 im Darm und in den Lymphknoten erhöht. Es wurden deutliche Zusammenhänge zwischen Morbus Crohn und genetischen Polymorphismen in den Genen für IL23R und IL12B festgestellt, was auf eine mögliche kausale Rolle der IL-12/23-Signalisierung bei der Krankheit hindeutet. Diese Annahme stützt sich auch auf präklinische Daten aus Mausmodellen für entzündliche Darmerkrankung, aus denen hervorgeht, dass eine IL-12/23-Signalisierung für die Schädigung von Darmgewebe erforderlich ist. IL-12 und IL-23 sind bei der Aktivierung von Th1 und Th17 Zellen beteiligt und damit für erhöhte systemische und mukosale Konzentrationen von IFNγ, IL-17A und TNFα mitverantwortlich. Dadurch wird die chronische Darmentzündung und Epithelzellschädigung unterhalten.";https://amiko.oddb.org/de/fi?gtin=59066&highlight=Polymorphismen&anchor=section13
Polymorphismen;Rosuvastatin;"Rosuvastax";"C10AA07";Dosierung/Anwendung;"Genetische Polymorphismen";https://amiko.oddb.org/de/fi?gtin=66447&highlight=Polymorphismen&anchor=section5
Polymorphismen;Rosuvastatin;"Rosuvastax";"C10AA07";Dosierung/Anwendung;"Spezifische Arten von genetischen Polymorphismen sind bekannt, die zu einer Erhöhung der Rosuvastatin-Exposition führen können (siehe «Pharmakokinetik»). Bei Patienten, bei welchen solch ein Polymorphismus bekannt ist, wird eine Reduktion der Dosierung von Rosuvastax empfohlen.";https://amiko.oddb.org/de/fi?gtin=66447&highlight=Polymorphismen&anchor=section5
Polymorphismen;Rosuvastatin;"Rosuvastax";"C10AA07";Kinetik;"Genetische Polymorphismen";https://amiko.oddb.org/de/fi?gtin=66447&highlight=Polymorphismen&anchor=section14
Polymorphismen;Mesalazin;"Asazine®";"A07EC02";Kinetik;"Die Kinetik spezieller Patientengruppen (z.B. bei Leber- und Niereninsuffizienz, genetische Polymorphismen) ist nicht untersucht.";https://amiko.oddb.org/de/fi?gtin=53108&highlight=Polymorphismen&anchor=section14
Polymorphismen;Citalopram;"Citalopram-Mepha Teva";"N06AB04";Kinetik;"In vivo Untersuchungen haben gezeigt, dass bei der Metabolisierung von Citalopram die Polymorphismen (Spartein/Debrisoquin Oxidation (CYP2D6) und Mephenytoin Hydroxylierung (CYP2C19)) zur Variabilität der Pharmakokinetik beitragen. Die klinische Bedeutung ist zur Zeit unklar. Eventuell ist eine Dosisanpassung erforderlich (siehe auch «Dosierung/Anwendung»).";https://amiko.oddb.org/de/fi?gtin=57260&highlight=Polymorphismen&anchor=section14
Polymorphismen;Glecaprevir, Pibrentasvir;"Maviret®";"J05AP57";Eigenschaften/Wirkungen;"Zur Untersuchung des Zusammenhangs zwischen zu Studienbeginn vorliegenden Polymorphismen und dem Ergebnis der Behandlung sowie zur Charakterisierung von Substitutionen nach virologischem Versagen wurden die gepoolten Daten von nicht vorbehandelten und mit pegyliertem Interferon, Ribavirin und/oder Sofosbuvir vorbehandelten Patienten, die in klinischen Phase-2- und -3-Studien mit Maviret behandelt wurden, ausgewertet. Zu Studienbeginn vorliegende Polymorphismen gegenüber einer subtypenspezifischen Referenzsequenz an den Aminosäurepositionen 155, 156 und 168 in NS3 sowie 24, 28, 30, 31, 58, 92 und 93 in NS5A wurden bei einer Nachweisgrenze von 15% mittels Next-Generation-Sequenzierung untersucht. Zu Studienbeginn vorliegende NS3-Polymorphismen wurden bei 1,1% (9/845), 0,8% (3/398), 1,6% (10/613), 1,2% (2/164), 41,9% (13/31) und 2,9% (1/34) der mit HCV-Genotyp 1, 2, 3, 4, 5 oder 6 infizierten Patienten nachgewiesen. Zu Studienbeginn vorliegende NS5A-Polymorphismen wurden bei 26,8% (225/841), 79,8% (331/415), 22,1% (136/615), 49,7% (80/161), 12,9% (4/31) und 54,1% (20/37) der mit HCV-Genotyp 1, 2, 3, 4, 5 oder 6 infizierten Patienten nachgewiesen.";https://amiko.oddb.org/de/fi?gtin=66472&highlight=Polymorphismen&anchor=section13
Polymorphismen;Glecaprevir, Pibrentasvir;"Maviret®";"J05AP57";Eigenschaften/Wirkungen;"Genotyp 1, 2, 4, 5 und 6: Zu Studienbeginn vorliegende Polymorphismen bei Genotyp 1, 2, 4, 5 und 6 hatten keinen Einfluss auf das Behandlungsergebnis.";https://amiko.oddb.org/de/fi?gtin=66472&highlight=Polymorphismen&anchor=section13
Polymorphismen;Glecaprevir, Pibrentasvir;"Maviret®";"J05AP57";Eigenschaften/Wirkungen;"Genotyp 3: NS3-Polymorphismen zu Studienbeginn hatten bei den 309 mit Genotyp 3 infizierten Patienten keinen Einfluss auf das Behandlungsergebnis. Alle Patienten (100%, 15/15) mit Y93H in NS5A zu Studienbeginn erzielten eine SVR12. Von den Patienten, die das empfohlene Regime erhielten, erreichten 75% (15/20) mit A30K in NS5A zu Studienbeginn eine SVR12. Die Gesamtprävalenz von A30K und von Y93H zu Therapiebeginn entsprach 6,5% bzw. 4,9%. Die Bestimmung des Einflusses von Baseline-Polymorphismen in NS5A war bei therapienaiven Studienteilnehmern mit Zirrhose und vorbehandelten Studienteilnehmern aufgrund der geringen Prävalenz von A30K (1,6%, 2/128) und Y93H (3,9%, 5/128) limitiert.";https://amiko.oddb.org/de/fi?gtin=66472&highlight=Polymorphismen&anchor=section13
Polymorphismen;Oxycodon;"Oxycontin®";"N02AA05";Dosierung/Anwendung;"Genetische Polymorphismen";https://amiko.oddb.org/de/fi?gtin=54871&highlight=Polymorphismen&anchor=section5
Polymorphismen;Oxycodon;"Oxycontin®";"N02AA05";Dosierung/Anwendung;"Genetische Polymorphismen von CYP2D6 können die Wirksamkeit von Oxycodon verändern, respektive zu unerwünschten Wirkungen führen (siehe Rubrik «Pharmakokinetik»).";https://amiko.oddb.org/de/fi?gtin=54871&highlight=Polymorphismen&anchor=section5
Polymorphismen;Oxycodon;"Oxycontin®";"N02AA05";Kinetik;"Genetische Polymorphismen";https://amiko.oddb.org/de/fi?gtin=54871&highlight=Polymorphismen&anchor=section14
Polymorphismen;Codein;"Dr. Bähler Bronchialpastillen mit Codein";"R05DA04";Kontraindikationen;"– Codein wird in seinen aktiven Metaboliten Morphin durch die hepatischen Isoenzyme CYP2D6 umgewandelt, von denen einige genetische Polymorphismen existieren. Patienten mit einem "ultraschnellen CYP2D6-Metabolisierer"-Phänotyp haben eine hohe CYP2D6-Aktivität, so dass toxische Serum-Level des Morphins auch bei geringen Dosen entstehen können. Diese "ultraschnellen Metabolisierer" können Symptome der Überdosierung zeigen, wie Schwindel, tiefe Sedierung, Kurzatmigkeit, Übelkeit und Erbrechen, bis hin zu einem Atem- und Herzstillstand.";https://amiko.oddb.org/de/fi?gtin=60715&highlight=Polymorphismen&anchor=section6
Polymorphismen;Rosuvastatin und Ezetimib;"Ezetimib-Rosuvastatin-Mepha Kapseln";"C10BA06";Dosierung/Anwendung;"Genetische Polymorphismen";https://amiko.oddb.org/de/fi?gtin=66835&highlight=Polymorphismen&anchor=section5
Polymorphismen;Rosuvastatin und Ezetimib;"Ezetimib-Rosuvastatin-Mepha Kapseln";"C10BA06";Dosierung/Anwendung;"Spezifische Arten von genetischen Polymorphismen sind bekannt, die zu einer Erhöhung der Rosuvastatin-Exposition führen können (siehe «Pharmakokinetik»). Bei Patienten, bei welchen solch ein Polymorphismus bekannt ist, wird eine Reduktion der Dosierung von Ezetimib-Rosuvastatin-Mepha empfohlen.";https://amiko.oddb.org/de/fi?gtin=66835&highlight=Polymorphismen&anchor=section5
Polymorphismen;Rosuvastatin und Ezetimib;"Ezetimib-Rosuvastatin-Mepha Kapseln";"C10BA06";Kinetik;"Genetische Polymorphismen";https://amiko.oddb.org/de/fi?gtin=66835&highlight=Polymorphismen&anchor=section14
Polymorphismen;Dolutegravir;"Tivicay®";"J05AX12";Kinetik;"Polymorphismen von Arzneimittel-metabolisierenden Enzymen";https://amiko.oddb.org/de/fi?gtin=63052&highlight=Polymorphismen&anchor=section14
Polymorphismen;Dolutegravir;"Tivicay®";"J05AX12";Kinetik;"Hinweise darauf, dass häufig auftretende Polymorphismen von Arzneimittel-metabolisierenden Enzymen sich in klinisch relevantem Masse auf die Pharmakokinetik von Dolutegravir auswirken, liegen nicht vor. In einer Meta-Analyse pharmakogenomischer Daten (aus klinischen Studien) hatten gesunde Probanden mit UGT1A1-Genotypen, die zu einem langsamem Dolutegravir-Metabolismus führen (n = 7), eine um 32% geringere Dolutegravir-Clearance und eine um 46% höhere AUC als Personen mit Genotypen, die mit einem normalen UGT1A1-vermittelten Metabolismus assoziiert sind (n = 41).";https://amiko.oddb.org/de/fi?gtin=63052&highlight=Polymorphismen&anchor=section14
Polymorphismen;Sonstige Mittel für das alimentäre System und den Stoffwechsel;"Colpermin®";"A16AX";Kinetik;"Die Kinetik spezieller Patientengruppen (z. B. bei Leber- und Niereninsuffizienz, genetische Polymorphismen) wurde nicht untersucht.";https://amiko.oddb.org/de/fi?gtin=45214&highlight=Polymorphismen&anchor=section14
